spp_com,dbh,date_plant,neighborhood,POINT_X,POINT_Y
Crabapple spp.,2,Spring 2025,East Boston,-71.03563,42.36933
"Oak, Swamp White",2,Spring 2025,East Boston,-71.03361,42.3704
"Zelkova, Japanese Green Vase",2,Spring 2025,East Boston,-71.03236,42.37043
"Zelkova, Japanese Green Vase",2,Spring 2025,East Boston,-71.03221,42.37056
"Hackberry, Northern",2,Spring 2025,East Boston,-71.03381,42.369
Tulip Tree,2,Spring 2025,East Boston,-71.02937,42.36591
"Hackberry, Northern",2,Spring 2025,East Boston,-71.03569,42.37033
"Honeylocust, Thornless",2,Spring 2025,East Boston,-71.04079,42.37
"Sweetgum, Common",2,Spring 2025,East Boston,-71.03899,42.38205
Goldenrain Tree,2,Spring 2025,East Boston,-71.04037,42.38144
"Honeylocust, Thornless",2,Spring 2025,East Boston,-71.04038,42.38152
Scheduled Planting Site - Spring 2025,0,--,East Boston,-71.04039,42.38168
"Sweetgum, Common",2,Spring 2025,East Boston,-71.03794,42.37925
"Oak, Shingle",2,Spring 2025,East Boston,-71.03738,42.37841
"Oak, Shingle",2,Spring 2025,East Boston,-71.03732,42.37833
Crabapple spp.,2,Spring 2025,East Boston,-71.03816,42.37677
"Serviceberry, Cumulus",2,Spring 2025,East Boston,-71.03886,42.37947
"Maple, Red 'October Glory'",2,Spring 2025,East Boston,-71.03817,42.37984
"Honeylocust, Thornless",2,Spring 2025,East Boston,-71.03822,42.37963
Scheduled Planting Site - Spring 2025,0,--,East Boston,-71.03848,42.38131
"Maple, Hedge",2,Spring 2025,East Boston,-71.03539,42.38253
"Lilac, Japanese Tree",2,Spring 2025,East Boston,-71.0353,42.38253
"Oak, Willow",2,Spring 2025,East Boston,-71.01943,42.38387
"Coffeetree, Kentucky",2,Spring 2025,East Boston,-71.01957,42.3839
"Hophornbeam, Eastern",2,Spring 2025,East Boston,-71.01973,42.38394
"Hackberry, Northern",2,Spring 2025,East Boston,-71.01996,42.38399
Scheduled Planting Site - Spring 2025,0,--,East Boston,-71.02014,42.38403
Crabapple spp.,2,Spring 2025,South Boston,-71.04701,42.33754
"Oak, Swamp White",2,Spring 2025,Dorchester,-71.05749,42.29889
"Elm, Chinese",2,Spring 2025,Dorchester,-71.05754,42.29893
Mulberry,35,--,Allston-Brighton,-71.1606,42.34856
"Ash, Green",14,--,Allston-Brighton,-71.1607,42.34838
"Ash, Green",18,--,Allston-Brighton,-71.16065,42.34845
"Ash, Green",14,--,Allston-Brighton,-71.16073,42.34833
"Ash, Green",11,--,Allston-Brighton,-71.16082,42.34819
"Ash, Green",19,--,Allston-Brighton,-71.16078,42.34825
"Oak, Pin",36,--,Allston-Brighton,-71.16086,42.34811
"Ash, Green",13,--,Allston-Brighton,-71.16099,42.34792
"Ash, Green",17,--,Allston-Brighton,-71.16094,42.34797
"Ash, Green",13,--,Allston-Brighton,-71.16092,42.34804
"Ash, Green",8,--,Allston-Brighton,-71.16104,42.34785
"Ash, Green",11,--,Allston-Brighton,-71.16114,42.3477
"Oak, Pin",35,--,Allston-Brighton,-71.16109,42.34778
"Ash, Green",9,--,Allston-Brighton,-71.16118,42.34763
"Ash, Green",18,--,Jamaica Plain,-71.10691,42.30726
"Ash, Green",8,--,Allston-Brighton,-71.16117,42.3476
"Ash, Green",20,--,Jamaica Plain,-71.10699,42.3072
"Ash, Green",23,--,Jamaica Plain,-71.10707,42.30712
"Ash, Green",26,--,Jamaica Plain,-71.10719,42.30701
"Elm, Hybrid",2,Fall 2024,Roxbury,-71.08218,42.33005
"Elm, Hybrid",2,Fall 2024,Roxbury,-71.08211,42.33014
"Elm, Hybrid",2,Fall 2024,Roxbury,-71.08204,42.33022
Ginkgo,2,--,Roxbury,-71.08212,42.33028
Ginkgo,2,--,Roxbury,-71.08222,42.33031
"Hornbeam, European 'Fastigiata'",4,--,Jamaica Plain,-71.10924,42.32007
"Oak, Shumard",2,Spring 2025,Dorchester,-71.05758,42.29897
"Sweetgum, Common",2,Spring 2025,Dorchester,-71.05776,42.29913
"Oak, Shingle",2,Spring 2025,Dorchester,-71.05783,42.29918
"Serviceberry, Cumulus",2,Spring 2025,East Boston,-71.00539,42.38886
"Zelkova, Musashino",2,Spring 2025,Jamaica Plain,-71.10154,42.3114
"Maple, Red 'October Glory'",2,Spring 2025,West Roxbury,-71.14899,42.28348
"Redbud, Eastern",2,Spring 2025,West Roxbury,-71.14912,42.28356
"Maple, Hedge",2,Spring 2025,East Boston,-71.00666,42.38716
Crabapple spp.,2,Spring 2025,West Roxbury,-71.14928,42.28356
Crabapple spp.,2,Spring 2025,West Roxbury,-71.14932,42.28353
"Cherry, Higan",2,Spring 2025,East Boston,-71.02964,42.37983
"Zelkova, Japanese Green Vase",2,Spring 2025,East Boston,-71.03063,42.37792
"Elm, Hybrid",2,Spring 2025,East Boston,-71.03504,42.37455
"Coffeetree, Kentucky",2,Spring 2025,East Boston,-71.03347,42.37764
"Cherry, Higan",2,Spring 2025,East Boston,-71.03336,42.37779
Crabapple spp.,2,Spring 2025,East Boston,-71.03113,42.37862
"Ash, Green",26,--,Jamaica Plain,-71.10728,42.30693
"Ash, Green",30,--,Jamaica Plain,-71.10734,42.30687
"Ash, Green",23,--,Jamaica Plain,-71.10748,42.30671
"Ash, Green",23,--,Jamaica Plain,-71.1074,42.3068
"Ash, Green",24,--,Jamaica Plain,-71.10753,42.30666
"Ash, Green",19,--,Jamaica Plain,-71.10773,42.30646
"Ash, Green",18,--,Jamaica Plain,-71.10781,42.30639
"Ash, Green",19,--,Jamaica Plain,-71.10793,42.30624
"Ash, Green",24,--,Jamaica Plain,-71.10787,42.3063
"Ash, Green",27,--,Jamaica Plain,-71.10797,42.30618
"Ash, Green",18,--,Jamaica Plain,-71.10806,42.30608
"Cherry, Sargent",3,--,Roxbury,-71.07125,42.31965
Yellowwood,2,--,Roxbury,-71.07147,42.319
"Cherry, Sargent",3,--,Roxbury,-71.07129,42.31969
"Elm, Hybrid",2,Spring 2025,Mattapan,-71.09464,42.27373
Empty Pit/Planting Site,0,--,Hyde Park,-71.12525,42.24198
Empty Pit/Planting Site,0,--,Hyde Park,-71.12523,42.24181
Empty Pit/Planting Site,0,--,Allston-Brighton,-71.1615,42.35558
"Maple, Norway",16,--,Allston-Brighton,-71.16159,42.35543
"Birch, River",6,--,Allston-Brighton,-71.16124,42.35536
"Maple, Norway",18,--,Allston-Brighton,-71.1614,42.3554
"Maple, Norway",14,--,Allston-Brighton,-71.16152,42.35542
"Maple, Norway",10,--,Allston-Brighton,-71.16147,42.35541
"Lilac, Japanese Tree",4,--,Allston-Brighton,-71.16132,42.35557
"Maple, Japanese",1,--,Allston-Brighton,-71.16109,42.35538
"Birch, River",6,--,Allston-Brighton,-71.16119,42.35535
"Birch, River",6,--,Allston-Brighton,-71.16112,42.35534
"Corktree, Amur",10,--,Allston-Brighton,-71.16108,42.35547
Horsechestnut,8,--,Allston-Brighton,-71.16109,42.35571
Horsechestnut,8,--,Allston-Brighton,-71.16107,42.35578
"Ash, Green",12,--,Allston-Brighton,-71.16106,42.35584
"Maple, Norway",26,--,Allston-Brighton,-71.16105,42.35592
Crabapple spp.,28,--,Allston-Brighton,-71.16105,42.35598
"Maple, Norway",14,--,Allston-Brighton,-71.16105,42.3559
Horsechestnut,8,--,Allston-Brighton,-71.16113,42.35605
"Ash, Green",20,--,Allston-Brighton,-71.16124,42.35609
"Ash, Green",30,--,Jamaica Plain,-71.10818,42.30597
"Ash, Green",22,--,Jamaica Plain,-71.10829,42.30583
"Ash, Green",27,--,Jamaica Plain,-71.10812,42.30604
"Oak, Northern Red",4,--,Fenway/Longwood,-71.10429,42.34444
Yellowwood,2,--,Roxbury,-71.07138,42.319
"Oak, Chinkapin",2,--,Fenway/Longwood,-71.1047,42.34444
"Serviceberry, Eastern",3.1,--,South End,-71.07082,42.34041
"Maple, Red",4.4,--,South End,-71.07066,42.34029
"Linden, Littleleaf",31.6,--,South End,-71.07038,42.34043
"Mulberry, White",10.3,--,South End,-71.0703,42.34051
"Linden, Littleleaf",32.3,--,South End,-71.07064,42.34058
"Linden, Littleleaf",36.3,--,South End,-71.0706,42.34047
"Oak, Northern Red",4.5,--,South Boston,-71.03149,42.3367
"Maple, Sugar",26,--,South Boston,-71.03151,42.33691
"Maple, Sugar",13,--,South Boston,-71.03154,42.33704
Elm,10,--,South Boston,-71.03151,42.33679
"Oak, Swamp White",2,Spring 2025,Jamaica Plain,-71.1255,42.30299
"Tupelo, Black",2,Spring 2025,Jamaica Plain,-71.12619,42.30723
Tulip Tree,2,Spring 2025,Dorchester,-71.06334,42.31304
"Hophornbeam, Eastern",2,Spring 2025,Dorchester,-71.06344,42.31307
"Hophornbeam, Eastern",9,--,Mattapan,-71.08571,42.27198
"Oak, Pin",2,Spring 2025,Allston-Brighton,-71.13315,42.35262
Crabapple spp.,2,Spring 2025,Roslindale,-71.12952,42.27906
Honeylocust,6,--,Central Boston,-71.06638,42.34893
Ginkgo,3,--,Roxbury,-71.08296,42.33012
Ginkgo,3,--,Roxbury,-71.08282,42.3301
Ginkgo,3,--,Roxbury,-71.08245,42.33004
Ginkgo,3,--,Roxbury,-71.08228,42.33002
"Ash, White",14,--,Allston-Brighton,-71.15874,42.34745
"Ash, Green",12,--,Allston-Brighton,-71.15861,42.34742
"Ash, White",14,--,Allston-Brighton,-71.15881,42.34748
"Ash, White",14,--,Allston-Brighton,-71.15888,42.34749
"Ash, Green",15,--,Allston-Brighton,-71.15882,42.34739
"Ash, White",15,--,Allston-Brighton,-71.15889,42.34741
"Ash, Green",20,--,Jamaica Plain,-71.10865,42.30566
"Ash, Green",24,--,Jamaica Plain,-71.10824,42.30589
"Ash, Green",18,--,Jamaica Plain,-71.1091,42.30573
"Ash, White",16,--,Allston-Brighton,-71.15977,42.3472
"Ash, Green",29,--,Jamaica Plain,-71.10884,42.30567
"Ash, Green",21,--,Jamaica Plain,-71.10901,42.3057
"Ash, White",13,--,Allston-Brighton,-71.15933,42.347
"Ash, White",18,--,Allston-Brighton,-71.15948,42.34707
"Ash, Green",13,--,Allston-Brighton,-71.15879,42.34686
"Ash, Green",8,--,Allston-Brighton,-71.15854,42.3474
"Maple, Sugar",15,--,Roxbury,-71.06863,42.32707
"Maple, Sugar",8,--,Roxbury,-71.06815,42.32725
"Maple, Sugar",10,--,Roxbury,-71.06824,42.32722
"Maple, Sugar",16,--,Roxbury,-71.06832,42.32719
"Maple, Sugar",13,--,Roxbury,-71.06848,42.32712
"Basswood, American",19,--,Roxbury,-71.06841,42.32715
"Maple, Red",14,--,Roxbury,-71.0688,42.327
"Maple, Sugar",14,--,Roxbury,-71.06871,42.32703
"Maple, Sugar",14,--,Roxbury,-71.06889,42.32697
"Maple, Sugar",18,--,Roxbury,-71.06856,42.32709
"Maple, Red",8,--,Roxbury,-71.06897,42.32694
"Maple, Sugar",17,--,Roxbury,-71.06904,42.32691
"Maple, Norway",31,--,Allston-Brighton,-71.15387,42.34802
"Planetree, London",20,--,Allston-Brighton,-71.15382,42.34811
"Ash, Green",23,--,Jamaica Plain,-71.10919,42.30576
"Ash, Green",15,--,Jamaica Plain,-71.10905,42.30584
"Ash, Green",25,--,South Boston,-71.03312,42.33618
"Ash, Green",21,--,South Boston,-71.03316,42.33629
"Ash, Green",22,--,South Boston,-71.03146,42.33598
"Ash, Green",21,--,South Boston,-71.03145,42.33621
"Ash, Green",18,--,South Boston,-71.03152,42.33616
"Ash, Green",17,--,South Boston,-71.03157,42.33622
"Ash, Green",20,--,South Boston,-71.03151,42.33629
"Ash, Green",26,--,South Boston,-71.03148,42.33639
"Ash, White",24,--,South Boston,-71.03218,42.33662
"Ash, Green",23,--,South Boston,-71.03215,42.33654
"Ash, Green",24,--,South Boston,-71.03202,42.33652
"Ash, Green",25,--,Roxbury,-71.07642,42.32967
"Ash, Green",26,--,Roxbury,-71.07648,42.32978
"Ash, Green",28,--,Roxbury,-71.07668,42.32995
"Ash, Green",32,--,Roxbury,-71.07651,42.32983
"Ash, Green",16,--,South Boston,-71.04869,42.33922
"Ash, Green",10,--,South Boston,-71.04922,42.33925
"Ash, Green",20,--,South Boston,-71.04913,42.33936
"Ash, Green",14,--,South Boston,-71.0492,42.3393
"Ash, Green",16,--,South Boston,-71.04916,42.33953
"Ash, Green",13,--,South Boston,-71.04929,42.33927
"Ash, Green",13,--,Dorchester,-71.06142,42.29724
"Ash, Green",16,--,South Boston,-71.04924,42.33958
"Ash, Green",15,--,Dorchester,-71.06144,42.29716
"Ash, Green",15,--,Dorchester,-71.06148,42.29677
"Ash, Green",20,--,Dorchester,-71.06132,42.29678
"Ash, Green",20,--,Dorchester,-71.06128,42.29685
"Ash, Green",7,--,Hyde Park,-71.12264,42.26056
"Planetree, London",24,--,Allston-Brighton,-71.15388,42.34791
"Planetree, London",24,--,Allston-Brighton,-71.15388,42.34782
"Planetree, London",24,--,Allston-Brighton,-71.15386,42.34776
"Planetree, London",24,--,Allston-Brighton,-71.15385,42.34768
"Hornbeam, American",8,--,Allston-Brighton,-71.15372,42.34812
"Hornbeam, American",8,--,Allston-Brighton,-71.15366,42.34811
"Hornbeam, American",8,--,Allston-Brighton,-71.15347,42.34804
"Hornbeam, American",8,--,Allston-Brighton,-71.15342,42.34801
Empty Pit/Planting Site,0,--,Roxbury,-71.07191,42.31959
"Elm, Accolade",4,--,Roxbury,-71.07194,42.31951
"Elm, Accolade",4,--,Roxbury,-71.07193,42.31945
"Elm, Accolade",4,--,Roxbury,-71.07193,42.31937
Empty Pit/Planting Site,0,--,Roxbury,-71.07187,42.31929
"Elm, Accolade",5,--,Roxbury,-71.07181,42.31922
"Elm, Accolade",5,--,Roxbury,-71.07174,42.31917
"Ash, Green",17,--,Roxbury,-71.07146,42.31993
"Elm, Accolade",4,--,Roxbury,-71.07118,42.31925
"Ash, Green",11,--,Roxbury,-71.07092,42.31966
"Elm, Accolade",4,--,Roxbury,-71.07157,42.31977
"Ash, Green",10,--,Roxbury,-71.07087,42.31961
"Ash, Green",22,--,Roxbury,-71.07131,42.31975
"Ash, Green",12,--,Roxbury,-71.07108,42.31985
"Ash, Green",12,--,Hyde Park,-71.12267,42.26044
"Sweetgum, Common",2,Spring 2025,Dorchester,-71.07108,42.28782
"Coffeetree, Kentucky",2,Spring 2025,Dorchester,-71.07107,42.28779
"Maple, Sugar",24,--,South Boston,-71.03166,42.33712
Honeylocust,15.5,--,South Boston,-71.03179,42.33713
"Basswood, American",28,--,South Boston,-71.03228,42.3372
"Maple, Sugar",16,--,South Boston,-71.03316,42.33711
"Oak, Northern Red",8,--,South Boston,-71.03316,42.33705
Elm,12,--,South Boston,-71.03318,42.33686
"Maple, Red",9,--,South Boston,-71.03318,42.33698
"Maple, Sugar",15,--,South Boston,-71.03319,42.33673
"Maple, Red",7,--,South Boston,-71.03318,42.3365
Elm,9,--,South Boston,-71.03317,42.33605
"Maple, Sugar",19,--,South Boston,-71.03318,42.33663
Elm,7.5,--,South Boston,-71.03316,42.33596
Horsechestnut,4.5,--,South Boston,-71.03287,42.33591
"Oak, Northern Red",14,--,South Boston,-71.03286,42.33604
"Planetree, London",17,--,South Boston,-71.03282,42.33586
"Planetree, London",15.5,--,South Boston,-71.0327,42.33587
"Planetree, London",13,--,South Boston,-71.03259,42.33586
"Planetree, London",16,--,South Boston,-71.03248,42.33586
"Oak, Pin",26,--,South Boston,-71.03223,42.33594
"Oak, Pin",24,--,South Boston,-71.03237,42.33592
Honeylocust,15,--,South Boston,-71.03262,42.33603
"Oak, Northern Red",20,--,South Boston,-71.03249,42.33608
"Oak, Pin",22,--,South Boston,-71.03237,42.33598
Honeylocust,14,--,South Boston,-71.03275,42.33597
Honeylocust,14.5,--,South Boston,-71.03295,42.33599
"Oak, Northern Red",19,--,South Boston,-71.03275,42.33608
"Ash, Green",12,--,Roxbury,-71.07113,42.3199
"Ash, Green",15,--,Roxbury,-71.07115,42.31994
"Ash, Green",12,--,Roxbury,-71.0712,42.31997
"Maple, Silver",33,--,South Boston,-71.03209,42.33707
"Honeylocust, Thornless",13,--,South Boston,-71.03194,42.33701
"Linden, Littleleaf",31.9,--,Hyde Park,-71.11354,42.26509
"Linden, Littleleaf",26.3,--,Hyde Park,-71.11366,42.26506
"Linden, Littleleaf",25,--,Hyde Park,-71.11311,42.26525
"Linden, Littleleaf",38,--,Hyde Park,-71.11295,42.26528
"Linden, Littleleaf",28,--,Hyde Park,-71.11281,42.26532
"Linden, Littleleaf",30,--,Hyde Park,-71.11268,42.26537
"Linden, Littleleaf",23.5,--,Hyde Park,-71.11257,42.26543
"Linden, Littleleaf",29.8,--,Hyde Park,-71.11253,42.26535
"Linden, Littleleaf",46,--,Hyde Park,-71.11244,42.26525
"Linden, Littleleaf",27.2,--,Hyde Park,-71.1123,42.26505
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09496,42.33422
"Oak, Swamp White",12.5,--,Hyde Park,-71.11356,42.26368
"Oak, Swamp White",11,--,Hyde Park,-71.11358,42.26377
"Oak, Swamp White",11.5,--,Hyde Park,-71.11362,42.26384
"Oak, Swamp White",10.9,--,Hyde Park,-71.11366,42.26391
"Oak, Swamp White",11.6,--,Hyde Park,-71.11369,42.26399
"Oak, Swamp White",9.5,--,Hyde Park,-71.11372,42.26407
"Oak, Swamp White",8,--,Hyde Park,-71.11382,42.26407
"Oak, Swamp White",11.2,--,Hyde Park,-71.11381,42.26396
Oak,21,--,South Boston,-71.03247,42.33616
Honeylocust,14.5,--,South Boston,-71.03262,42.33613
"Oak, Northern Red",19,--,South Boston,-71.03238,42.33609
Honeylocust,22,--,South Boston,-71.03226,42.33627
"Oak, Pin",24,--,South Boston,-71.0324,42.33641
Honeylocust,20.5,--,South Boston,-71.0324,42.33634
Honeylocust,20,--,South Boston,-71.03225,42.33642
"Serviceberry, Cumulus",2,Spring 2025,Dorchester,-71.07107,42.28776
"Elm, Hybrid",2,Spring 2025,Hyde Park,-71.11145,42.26263
"Hophornbeam, Eastern",2,Spring 2025,Roslindale,-71.13238,42.28204
"Oak, Pin",2,Spring 2025,Jamaica Plain,-71.1109,42.29839
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.0943,42.33397
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09436,42.334
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09441,42.33402
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09447,42.33405
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09452,42.33407
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09458,42.33409
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09465,42.33411
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.0947,42.33413
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09477,42.33416
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.09484,42.33418
"Oak, Hybrid English",2,Spring 2025,Mission Hill,-71.0949,42.3342
"Oak, Pin",21,--,South Boston,-71.03224,42.33599
Honeylocust,22,--,South Boston,-71.03225,42.33634
"Oak, Pin",18,--,South Boston,-71.03223,42.33608
"Oak, Pin",4,--,South Boston,-71.03215,42.33616
"Oak, Northern Red",3,--,South Boston,-71.03212,42.33606
Horsechestnut,3,--,South Boston,-71.03206,42.33612
"Maple, Red",5,--,South Boston,-71.03199,42.33602
"Planetree, London",18,--,South Boston,-71.03217,42.33586
"Oak, Swamp White",5.4,--,Hyde Park,-71.11393,42.26392
"Oak, Swamp White",6,--,Hyde Park,-71.114,42.26391
"Oak, Swamp White",6.2,--,Hyde Park,-71.11405,42.26397
"Oak, Swamp White",4.8,--,Hyde Park,-71.11412,42.26404
"Oak, Swamp White",6.8,--,Hyde Park,-71.11416,42.26439
"Oak, Swamp White",6.8,--,Hyde Park,-71.11406,42.2644
"Oak, Swamp White",8.7,--,Hyde Park,-71.11382,42.26431
"Linden,Littleleaf 'Greenspire'",19.5,--,Hyde Park,-71.11408,42.26497
"Oak, Swamp White",8,--,Hyde Park,-71.11389,42.26446
Tulip Tree,2,Fall 2023,East Boston,-71.02751,42.37047
Tulip Tree,2,Fall 2023,East Boston,-71.03157,42.37172
"Cherry, Autumnalis",2,Fall 2023,East Boston,-71.02759,42.37054
"Cherry, Autumnalis",2,Fall 2023,East Boston,-71.02743,42.3704
"Hackberry, Northern",2,Fall 2023,East Boston,-71.02783,42.37012
"Cherry, Autumnalis",2,Fall 2023,East Boston,-71.02793,42.37013
"Cherry, Autumnalis",2,Fall 2023,East Boston,-71.02801,42.37014
"Spruce, Norway",2,Fall 2023,East Boston,-71.02829,42.37013
"Spruce, Norway",8,--,East Boston,-71.03227,42.37184
"Spruce, Norway",6,--,East Boston,-71.03218,42.37181
"Maple, Red",14,--,East Boston,-71.03226,42.37188
"Maple, Red",7,--,East Boston,-71.03205,42.37204
"Maple, Red",7,--,East Boston,-71.03221,42.37211
Elm,9.1,--,East Boston,-71.02887,42.38219
Elm,10.4,--,East Boston,-71.02888,42.38227
"Linden, Littleleaf",4,--,South Boston,-71.03191,42.33607
Empty Pit/Planting Site,0,--,South Boston,-71.03162,42.33598
"Maple, Sugar",37,--,South Boston,-71.03289,42.337
"Oak, Sawtooth",19,--,South Boston,-71.03274,42.33695
"Oak, Sawtooth",16,--,South Boston,-71.03263,42.33691
"Maple, Red",6,--,South Boston,-71.03262,42.33708
"Maple, Red",7,--,South Boston,-71.03268,42.33713
"Maple, Red",5,--,South Boston,-71.03257,42.33716
"Maple, Red",6,--,South Boston,-71.03249,42.33719
"Oak, Swamp White",5,--,South Boston,-71.03218,42.33715
"Maple, Sugar",3,--,South Boston,-71.03196,42.33686
"Maple, Sugar",12,--,South Boston,-71.03156,42.33715
"Linden, Littleleaf",29.1,--,Hyde Park,-71.11382,42.26502
"Linden, Littleleaf",18,--,Hyde Park,-71.11393,42.26498
"Spruce, Norway",2,Fall 2023,East Boston,-71.02824,42.37015
"Spruce, Norway",2,Fall 2023,East Boston,-71.02833,42.37016
"Spruce, Norway",2,Fall 2023,East Boston,-71.02836,42.3702
"Spruce, Norway",2,Fall 2023,East Boston,-71.02873,42.37034
Serviceberry,2,Spring 2023,East Boston,-71.02878,42.37039
Serviceberry,2,Spring 2023,East Boston,-71.02883,42.37039
"Spruce, Norway",2,Fall 2023,East Boston,-71.02853,42.37025
"Spruce, Norway",3,Fall 2023,East Boston,-71.03086,42.37083
Elm,8.5,--,East Boston,-71.02886,42.38203
Elm,7.8,--,East Boston,-71.02886,42.38211
"Linden, Littleleaf",29,--,Hyde Park,-71.11218,42.26483
"Linden, Littleleaf",29.6,--,Hyde Park,-71.11225,42.26494
"Linden, Littleleaf",31.5,--,Hyde Park,-71.11204,42.26467
"Linden, Littleleaf",43.3,--,Hyde Park,-71.11162,42.26405
"Linden, Littleleaf",33.4,--,Hyde Park,-71.11211,42.26474
"Linden, Littleleaf",37,--,Hyde Park,-71.11157,42.26393
Cherry/Plum,8.5,--,East Boston,-71.02967,42.38235
"Maple, Red",6.3,--,East Boston,-71.02968,42.38244
"Maple, Norway",26,--,East Boston,-71.02999,42.38241
"Maple, Red",5.8,--,East Boston,-71.02968,42.38249
"Maple, Red",5.9,--,East Boston,-71.02967,42.3824
"Maple, Sycamore",21,--,East Boston,-71.03009,42.38236
Cherry/Plum,8.2,--,East Boston,-71.02976,42.3823
Honeylocust,8.4,--,East Boston,-71.02983,42.38229
Honeylocust,8.6,--,East Boston,-71.02992,42.38229
Honeylocust,8.9,--,East Boston,-71.03001,42.38228
Cherry/Plum,9,--,East Boston,-71.03014,42.38225
"Elm, Accolade",4,--,Roxbury,-71.07147,42.3198
"Elm, Accolade",4,--,Roxbury,-71.07162,42.31977
"Birch, River",10,--,Roxbury,-71.07144,42.31998
"Elm, Accolade",4,--,Roxbury,-71.07143,42.31974
"Birch, River",10,--,Roxbury,-71.07126,42.32001
"Pear, Callery",4,--,Roxbury,-71.0714,42.31993
"Maple, Red",7,--,East Boston,-71.03239,42.37217
"Maple, Red 'October Glory'",10,--,East Boston,-71.03257,42.37212
"Maple, Red 'October Glory'",8,--,East Boston,-71.03268,42.37214
"Maple, Red 'October Glory'",9,--,East Boston,-71.03277,42.37217
"Oak, Black",12,--,East Boston,-71.03277,42.37226
Horsechestnut,9,--,East Boston,-71.03257,42.37224
"Maple, Red",15,--,Roxbury,-71.06926,42.32683
"Maple, Red",17,--,Roxbury,-71.06934,42.3268
"Maple, Red",7.6,--,Hyde Park,-71.11142,42.26368
"Maple, Red",7.4,--,Hyde Park,-71.11137,42.26361
"Maple, Red",5.5,--,Hyde Park,-71.11137,42.26354
"Linden, Littleleaf",37,--,Hyde Park,-71.11129,42.26353
"Maple, Red",4.7,--,Hyde Park,-71.11179,42.26329
"Maple, Red",8,--,Hyde Park,-71.11162,42.26342
"Linden, Littleleaf",31.3,--,Hyde Park,-71.1119,42.26331
"Maple, Sugar",11,--,Hyde Park,-71.11184,42.26322
"Oak, Swamp White",9.8,--,Hyde Park,-71.11254,42.26321
"Oak, Swamp White",5.5,--,Hyde Park,-71.11249,42.26312
"Maple, Red",8.2,--,Hyde Park,-71.11325,42.26329
"Maple, Sugar",9.1,--,Hyde Park,-71.11184,42.26314
"Oak, Swamp White",11.9,--,Hyde Park,-71.1135,42.26352
"Spruce, Norway",3,Fall 2023,East Boston,-71.03091,42.37086
Serviceberry,2,Spring 2023,East Boston,-71.02888,42.3704
"Spruce, Norway",2,Fall 2023,East Boston,-71.03194,42.37149
"Spruce, Norway",2,Fall 2023,East Boston,-71.03199,42.37153
"Spruce, Norway",2,Fall 2023,East Boston,-71.03202,42.37162
Tulip Tree,2,Fall 2023,East Boston,-71.03186,42.37191
Tulip Tree,2,Fall 2023,East Boston,-71.03195,42.37199
"Spruce, Norway",3,Fall 2023,East Boston,-71.03221,42.37183
"Spruce, Norway",3,Fall 2023,East Boston,-71.03352,42.37205
"Spruce, Norway",3,Fall 2023,East Boston,-71.03348,42.37207
"Linden, Littleleaf",5,--,East Boston,-71.02877,42.38145
"Pine, Austrian",10,--,East Boston,-71.0288,42.38164
"Oak, Pin",19.2,--,East Boston,-71.02882,42.38171
"Oak, Pin",18.5,--,East Boston,-71.02885,42.38178
"Oak, Pin",19,--,East Boston,-71.02885,42.38186
"Pear, Callery",4,--,Roxbury,-71.07089,42.31946
"Pear, Callery",5,--,Roxbury,-71.07093,42.31944
"Maple, Sugar",14,--,Roxbury,-71.06954,42.32673
"Maple, Sugar",17,--,Roxbury,-71.06943,42.32676
Horsechestnut,3.5,--,East Boston,-71.02892,42.38151
"Maple, Sugar",15,--,Roxbury,-71.06963,42.32669
Horsechestnut,4.5,--,East Boston,-71.02882,42.38156
Stump,12,--,Dorchester,-71.06337,42.30401
"Maple, Norway",17,--,Dorchester,-71.06318,42.30379
"Maple, Norway",17,--,Dorchester,-71.06324,42.30387
"Maple, Norway",21,--,Dorchester,-71.06308,42.3036
"Maple, Norway",18,--,Dorchester,-71.06314,42.30371
"Elm, English",34,--,Back Bay/Beacon Hill,-71.08693,42.34941
"Elm, English",42,--,Back Bay/Beacon Hill,-71.08701,42.34956
"Elm, American",9,--,Back Bay/Beacon Hill,-71.08704,42.34964
"Maple, Red",3,--,Back Bay/Beacon Hill,-71.08708,42.34945
"Elm, American",11,--,Back Bay/Beacon Hill,-71.08717,42.34942
"Zelkova, Japanese",14,--,Back Bay/Beacon Hill,-71.08712,42.34953
"Elm, English",46,--,Back Bay/Beacon Hill,-71.08728,42.3494
"Elm, American",11,--,Back Bay/Beacon Hill,-71.08732,42.34948
"Oak, Overcup",3,--,Back Bay/Beacon Hill,-71.08722,42.34951
"Oak, Northern Red",21,,Jamaica Plain,-71.11226,42.32951
